0.0033673,-0.0141529,0.0293341,-0.0437455,0.0477825,-0.0435749,0.0319827,-0.0188217,0.00823983,-0.00222231,0.00599258,-0.0197886,0.0429645,-0.0720515,0.0983223,-0.100783,0.0784942,-0.047434,0.0215737,-0.00558366,-0.00970065,0.0296484,-0.0493392,0.0520729,-0.0274968,-0.0106813,0.0329602,-0.035802,0.0222649,-0.00878137,0.0168618,-0.0692779,0.156775,-0.258436,0.325752,-0.315496,0.243116,-0.145551,0.0632453,-0.0142587,0.0346574,-0.111399,0.246897,-0.395461,0.500692,-0.489885,0.379845,-0.220811,0.0906406,-0.0155539,-0.0824185,0.28304,-0.525571,0.71267,-0.74644,0.616444,-0.402488,0.215488,-0.0872778,0.026686,-0.0114093,0.0336337,-0.0637259,0.0905563,-0.105581,0.0990107,-0.0747312,0.0445431,-0.0194544,0.00483425
-0.0141529,0.0900752,-0.178134,0.254218,-0.250158,0.175307,-0.102285,0.0556894,-0.0251639,0.00918985,-0.000937095,-0.0195397,0.00668205,0.0244388,-0.0757568,0.0891971,-0.0671531,0.0315342,-0.00656252,-0.0042102,0.0562464,-0.194886,0.297758,-0.282427,0.109712,0.0848083,-0.182085,0.159037,-0.0832594,0.0179487,0.120789,-0.342459,0.542426,-0.581917,0.460653,-0.284789,0.124805,-0.0468121,0.0144535,-0.0133828,-0.102013,0.209577,-0.49856,0.835076,-1.15853,1.14698,-0.880161,0.422568,-0.109658,-0.0458251,0.141141,-0.613002,1.17776,-1.67078,1.80313,-1.6027,1.13499,-0.704198,0.332366,-0.14031,0.0658074,-0.285755,0.597819,-0.934415,1.13839,-1.1375,0.910434,-0.606559,0.299766,-0.103691
0.0293341,-0.178134,0.377961,-0.56845,0.582893,-0.419276,0.249047,-0.129584,0.0540286,-0.0149847,-0.00343089,0.0645233,-0.0826203,0.0728029,0.00501431,-0.0484,0.0415371,-0.0135434,-0.0056245,0.00961161,-0.125427,0.434035,-0.700631,0.737831,-0.427452,0.00823363,0.246044,-0.264366,0.151735,-0.0392935,-0.267599,0.762931,-1.19069,1.23708,-0.90674,0.488677,-0.148372,0.0268509,-0.00128587,0.0284554,0.122002,-0.0522228,0.186753,-0.401915,0.856732,-0.985551,0.79845,-0.264028,-0.0432421,0.161279,-0.309049,1.38898,-2.79107,4.10724,-4.55514,4.08746,-2.92593,1.78386,-0.819865,0.312546,-0.124236,0.509577,-1.07258,1.69137,-2.09363,2.11254,-1.70041,1.12669,-0.551827,0.184479
-0.0437455,0.254218,-0.56845,0.886631,-0.936467,0.690276,-0.418514,0.212286,-0.0833567,0.0169821,0.0100422,-0.116213,0.181345,-0.212204,0.117029,-0.0348154,0.011928,-0.0164088,0.0199494,-0.0125372,0.194255,-0.665332,1.09969,-1.20296,0.771775,-0.125371,-0.295611,0.37107,-0.227009,0.0685676,0.351637,-0.981498,1.44485,-1.32575,0.70445,-0.10974,-0.248039,0.229419,-0.108805,-0.0231631,-0.119213,-0.207493,0.376455,-0.449096,-0.0577176,0.384069,-0.401438,-0.0696036,0.266164,-0.287549,0.508614,-2.28852,4.69696,-7.01572,7.85872,-7.04434,5.03791,-3.02454,1.36441,-0.488013,0.170264,-0.655798,1.38561,-2.19914,2.75962,-2.80471,2.26565,-1.49069,0.722673,-0.232895
0.0477825,-0.250158,0.582893,-0.936467,1.02497,-0.801828,0.514711,-0.262826,0.0993722,-0.013714,0.00178511,0.067489,-0.0890614,0.0658374,0.082048,-0.180761,0.163766,-0.098591,0.0389701,-0.0085545,-0.202148,0.665239,-1.10107,1.19375,-0.733261,0.0263791,0.419304,-0.493917,0.305642,-0.107559,-0.107635,0.168949,0.146294,-0.962684,1.89241,-2.21447,1.91977,-1.181,0.506861,-0.0694196,0.197375,-0.0525198,0.126365,-0.286982,0.954564,-1.29284,1.13635,-0.403412,-0.0437186,0.222447,-0.759257,3.12612,-6.31919,9.28012,-10.2682,8.99419,-6.2766,3.63208,-1.58249,0.525346,-0.164314,0.550721,-1.14679,1.80292,-2.27918,2.31012,-1.85618,1.19278,-0.562185,0.166189
-0.0435749,0.175307,-0.419276,0.690276,-0.801828,0.720536,-0.519332,0.280651,-0.107703,0.0128302,-0.0491484,0.146457,-0.328146,0.577369,-0.858693,0.935249,-0.748069,0.463311,-0.216984,0.0632473,0.145789,-0.428126,0.701303,-0.716801,0.333362,0.25254,-0.578745,0.60278,-0.371237,0.149667,-0.416864,1.53357,-3.30431,5.22405,-6.41297,6.06696,-4.57458,2.67483,-1.13598,0.242732,-0.402447,1.07677,-2.27633,3.56719,-4.68226,4.75227,-3.77477,2.15528,-0.841112,0.0962585,1.1136,-4.00105,7.72244,-10.8366,11.6086,-9.72616,6.45428,-3.48519,1.4181,-0.412444,0.122087,-0.268489,0.496377,-0.69741,0.857292,-0.811504,0.607201,-0.323062,0.116328,-0.00327174
0.0319827,-0.102285,0.249047,-0.418514,0.514711,-0.519332,0.404704,-0.226288,0.0876842,-0.00970565,0.0607748,-0.216242,0.458147,-0.764945,1.05069,-1.0988,0.868767,-0.538475,0.255048,-0.0751948,-0.0860829,0.217432,-0.344482,0.307149,-0.0341358,-0.365823,0.55563,-0.538383,0.327432,-0.13774,0.585139,-2.03931,4.13913,-6.17779,7.22647,-6.62142,4.86528,-2.81437,1.19224,-0.274098,0.42533,-1.38032,2.91203,-4.51735,5.62841,-5.53653,4.33621,-2.59536,1.11201,-0.234458,-1.03614,3.52911,-6.66444,9.1407,-9.62221,7.86598,-5.06498,2.61772,-1.01568,0.266624,-0.0762843,0.0832278,-0.0942467,0.0426435,-0.0189809,-0.0554201,0.102001,-0.148838,0.114498,-0.0719245
-0.0188217,0.0556894,-0.129584,0.212286,-0.262826,0.280651,-0.226288,0.131263,-0.0532146,0.00847817,-0.0451809,0.165173,-0.342982,0.561485,-0.750188,0.770374,-0.6048,0.373286,-0.17619,0.0509504,0.0444416,-0.10796,0.177433,-0.166216,0.0316711,0.18139,-0.287289,0.288021,-0.178948,0.0781314,-0.343345,1.20047,-2.42543,3.60354,-4.19578,3.83949,-2.82082,1.63738,-0.697022,0.164313,-0.263764,0.913401,-1.95134,3.0474,-3.76065,3.66745,-2.85635,1.72734,-0.755502,0.175265,0.63967,-2.12606,3.95746,-5.35347,5.58385,-4.52091,2.87741,-1.46262,0.556291,-0.140326,0.0458128,-0.0497281,0.0483876,-0.000535394,-0.0337949,0.0889085,-0.111179,0.123483,-0.0854244,0.048002
0.00823983,-0.0251639,0.0540286,-0.0833567,0.0993722,-0.107703,0.0876842,-0.0532146,0.023123,-0.0055427,0.0224804,-0.0817177,0.166944,-0.269223,0.353546,-0.358176,0.279437,-0.171498,0.080332,-0.0225433,-0.0184667,0.048665,-0.0875437,0.0987677,-0.0576177,-0.0249132,0.0756923,-0.0900577,0.0598958,-0.0278783,0.106225,-0.383861,0.788807,-1.19272,1.40859,-1.3075,0.974105,-0.573255,0.24701,-0.0592144,0.103443,-0.373655,0.81593,-1.29272,1.59806,-1.55434,1.20612,-0.730328,0.320993,-0.0765334,-0.26747,0.875594,-1.60897,2.15235,-2.23191,1.80299,-1.14561,0.581556,-0.220428,0.0557243,-0.0225689,0.0385848,-0.0553348,0.0516565,-0.0437816,0.0183363,0.00285978,-0.0216501,0.0202605,-0.0139888
-0.00222231,0.00918985,-0.0149847,0.0169821,-0.013714,0.0128302,-0.00970565,0.00847817,-0.0055427,0.00349953,-0.00761327,0.0261317,-0.0510243,0.0788011,-0.0988785,0.0959425,-0.0731332,0.0437302,-0.0196672,0.00467702,0.00509073,-0.0202309,0.0442118,-0.0677217,0.0756083,-0.0634569,0.0421,-0.020839,0.00730182,-0.00106292,0.0360213,-0.10527,0.186927,-0.237615,0.237481,-0.184061,0.111828,-0.0528061,0.0181727,-0.00358512,-0.00726101,0.0382949,-0.107186,0.195016,-0.253112,0.24619,-0.187283,0.110674,-0.0475756,0.0110352,0.0456108,-0.140956,0.239754,-0.300248,0.302958,-0.249127,0.163619,-0.0882552,0.0352854,-0.0108052,0.00964171,-0.0356249,0.0683933,-0.098057,0.112003,-0.106023,0.0816374,-0.0523712,0.025073,-0.00830823
