-1.14689,1.46523,-1.10278,1.32872,-3.56131,-5.42487,-0.713667
-1.14666,1.46538,-1.10263,1.32892,-3.56113,-5.42448,-0.713668
-1.14398,1.46366,-1.10356,1.32885,-3.56111,-5.42396,-0.71366
-1.1235,1.45461,-1.10504,1.3277,-3.54258,-5.40359,-0.713764
-1.07598,1.42813,-1.1182,1.32462,-3.56747,-5.4201,-0.71377
-1.00498,1.38363,-1.14849,1.30167,-3.57722,-5.41365,-0.713769
-0.913559,1.3205,-1.18487,1.25059,-3.59031,-5.40309,-0.713768
-0.804439,1.24665,-1.23184,1.16243,-3.62188,-5.36186,-0.713775
-0.687168,1.17503,-1.29815,1.00797,-3.76997,-5.31442,-0.713753
-0.574178,1.11247,-1.36714,0.741313,-3.96334,-5.20515,-0.71365
-0.475606,1.06977,-1.40222,0.384546,-4.1378,-5.04223,-0.714143
-0.389446,1.05887,-1.40498,0.191272,-4.25063,-4.9406,-0.700665
-0.324869,1.05896,-1.4043,0.167604,-4.24896,-4.92081,-0.697287
-0.289156,1.05829,-1.40392,0.172192,-4.25492,-4.94942,-0.697928
-0.273389,1.05407,-1.40294,0.170232,-4.27796,-4.9742,-0.697683
-0.268154,1.04781,-1.40238,0.170955,-4.2687,-4.98502,-0.697732
-0.267799,1.03979,-1.40173,0.171993,-4.26063,-5.01825,-0.697811
-0.26783,1.0303,-1.40119,0.174077,-4.26544,-5.05388,-0.698071
-0.267865,1.02124,-1.40027,0.175757,-4.22763,-5.03226,-0.698037
-0.267921,1.00942,-1.39656,0.178469,-4.22138,-5.03381,-0.698092
-0.267941,1.00599,-1.39558,0.179361,-4.22389,-5.03827,-0.698118
