-0.832728,1.47532,0.201569,1.06468,0.643278,1.31904,-0.171541
-0.830005,1.47416,0.203573,1.07026,0.639415,1.31603,-0.171604
-0.825056,1.47203,0.207237,1.08633,0.636544,1.31356,-0.171716
-0.818326,1.46673,0.216109,1.11534,0.623184,1.29989,-0.171809
-0.810504,1.45857,0.229795,1.1528,0.601549,1.27643,-0.171773
-0.801947,1.44861,0.246782,1.19648,0.588364,1.24077,-0.171825
-0.792433,1.43616,0.267728,1.25174,0.585565,1.1786,-0.172025
-0.78195,1.42338,0.289946,1.31885,0.581352,1.10608,-0.17256
-0.771561,1.4146,0.315029,1.3876,0.584776,1.04761,-0.174342
-0.762361,1.4128,0.34883,1.44919,0.593311,0.987452,-0.176354
-0.75292,1.41557,0.386672,1.50978,0.606795,0.905998,-0.176588
-0.74254,1.42018,0.428023,1.56746,0.618474,0.826371,-0.176488
-0.73041,1.42461,0.472377,1.62076,0.625315,0.757659,-0.176529
-0.7153,1.42887,0.513078,1.67092,0.638181,0.691546,-0.176502
-0.697387,1.4336,0.547772,1.71844,0.659726,0.625285,-0.176549
-0.676743,1.43862,0.580509,1.76256,0.686196,0.559055,-0.176442
-0.65222,1.44409,0.612374,1.79924,0.718223,0.497077,-0.176578
-0.623336,1.45068,0.640226,1.82291,0.751176,0.450575,-0.177803
-0.590651,1.45752,0.664698,1.83547,0.778896,0.416724,-0.17803
-0.556852,1.4648,0.688475,1.84421,0.807478,0.385389,-0.17834
-0.522504,1.47269,0.712309,1.85073,0.839892,0.351996,-0.179103
-0.48629,1.4807,0.734562,1.85213,0.873765,0.318392,-0.179234
-0.44903,1.48822,0.752988,1.85106,0.912256,0.286143,-0.179167
-0.412276,1.49499,0.767237,1.84901,0.956058,0.261205,-0.179182
-0.37753,1.50112,0.778495,1.84526,1.00254,0.251251,-0.179195
-0.344665,1.50664,0.787682,1.8372,1.04575,0.251436,-0.179187
-0.313257,1.51152,0.795406,1.8223,1.08058,0.254452,-0.179175
-0.284057,1.51565,0.801822,1.80062,1.10826,0.259376,-0.179191
-0.25746,1.51904,0.806961,1.77284,1.13082,0.266396,-0.179249
-0.232277,1.52207,0.810881,1.74033,1.14911,0.274619,-0.179296
-0.208556,1.52496,0.813683,1.70626,1.16405,0.282894,-0.179298
-0.189422,1.52742,0.815589,1.67716,1.17759,0.289844,-0.179288
-0.173002,1.52985,0.81679,1.65081,1.19228,0.295241,-0.179288
-0.149154,1.53375,0.817441,1.61089,1.21073,0.300877,-0.179291
-0.122361,1.53822,0.817763,1.56558,1.2286,0.306398,-0.179291
