0.548539,-0.418064,-0.232551,-0.691086,0.483862,0.152244
0.549013,-0.404295,-0.234456,-0.691848,0.477864,0.165207
0.551546,-0.388929,-0.233653,-0.693972,0.470994,0.175204
0.554862,-0.372174,-0.231932,-0.698099,0.466778,0.180629
0.557653,-0.353352,-0.231229,-0.700989,0.460618,0.189141
0.560458,-0.332036,-0.232509,-0.70167,0.45457,0.199159
0.563172,-0.308673,-0.234762,-0.703528,0.449449,0.208008
0.56539,-0.283612,-0.236122,-0.705424,0.445646,0.215674
0.566433,-0.257885,-0.236055,-0.70608,0.442724,0.223913
0.566756,-0.2331,-0.233938,-0.707522,0.441815,0.228928
0.566429,-0.210749,-0.231298,-0.709456,0.439929,0.233524
0.565859,-0.189984,-0.229912,-0.711095,0.43889,0.238006
0.565453,-0.170384,-0.230439,-0.712029,0.439622,0.24264
0.565016,-0.151723,-0.232337,-0.712697,0.439271,0.248917
0.56495,-0.133203,-0.234911,-0.713456,0.438803,0.255442
0.565353,-0.114963,-0.237355,-0.714127,0.439228,0.260674
0.565948,-0.0978569,-0.239101,-0.714421,0.439651,0.26483
0.566648,-0.0819662,-0.240397,-0.714661,0.439123,0.269364
0.567522,-0.0673183,-0.241321,-0.714913,0.437557,0.274117
0.56867,-0.0540072,-0.241783,-0.715065,0.435472,0.278059
0.569949,-0.0421674,-0.241993,-0.715101,0.433809,0.280891
0.571152,-0.0318766,-0.242244,-0.71508,0.43334,0.282721
0.57218,-0.0230755,-0.242631,-0.715055,0.434056,0.28379
0.573003,-0.0155944,-0.243075,-0.715057,0.435274,0.284479
0.57364,-0.00920981,-0.243513,-0.715088,0.436539,0.285023
0.574125,-0.00366333,-0.24392,-0.715146,0.437664,0.285535
0.574497,0.00132639,-0.244294,-0.715223,0.438607,0.286073
0.574796,0.00605506,-0.244644,-0.71531,0.439444,0.286646
0.575057,0.0108161,-0.244981,-0.715391,0.440281,0.287262
0.575301,0.0158875,-0.24531,-0.715454,0.441222,0.287934
0.575546,0.0215231,-0.245622,-0.71547,0.4424,0.288665
0.575812,0.0279471,-0.245887,-0.715388,0.444011,0.289438
0.576139,0.0353272,-0.246057,-0.715146,0.446234,0.290215
0.576626,0.0437114,-0.246102,-0.71474,0.448935,0.290985
0.577472,0.0530268,-0.246009,-0.714205,0.451658,0.291726
0.578989,0.0630836,-0.245797,-0.71361,0.453641,0.292378
0.581379,0.0737309,-0.245616,-0.712986,0.454781,0.292753
0.584706,0.0848612,-0.245775,-0.712376,0.455655,0.292549
0.589088,0.0963439,-0.246405,-0.71174,0.456725,0.291418
0.594847,0.107988,-0.247112,-0.710786,0.457866,0.289054
0.601914,0.119584,-0.247582,-0.709587,0.458832,0.285298
0.609506,0.130948,-0.247915,-0.708955,0.459306,0.28023
