0.541066,-0.463537,-0.239925,0.275818,0.866157,0.400778
0.541066,-0.463537,-0.239925,0.275818,0.866157,0.400778
0.541066,-0.463537,-0.239925,0.275818,0.866157,0.400778
0.541271,-0.463143,-0.239933,0.275494,0.866226,0.400919
0.544703,-0.455672,-0.240184,0.269319,0.867483,0.403688
0.547788,-0.440414,-0.241129,0.256478,0.869287,0.411039
0.551805,-0.416054,-0.241993,0.236871,0.871029,0.422916
0.557738,-0.385336,-0.243129,0.217367,0.871354,0.436148
0.56305,-0.347763,-0.243473,0.202814,0.866244,0.454913
0.564324,-0.306617,-0.243201,0.190025,0.859042,0.474984
0.563429,-0.265775,-0.242409,0.181428,0.852309,0.490558
0.564368,-0.225411,-0.241599,0.174462,0.849596,0.497737
0.567804,-0.185065,-0.24089,0.166256,0.849634,0.50046
0.571329,-0.146501,-0.239843,0.157668,0.84808,0.505747
0.572856,-0.111502,-0.238914,0.164785,0.84237,0.512958
0.576998,-0.0826788,-0.238177,0.168215,0.836731,0.521068
0.582577,-0.0561712,-0.238321,0.173094,0.831003,0.528629
0.587799,-0.031513,-0.239619,0.182338,0.826126,0.533154
0.592582,-0.0106314,-0.239969,0.193355,0.822089,0.535332
0.596908,0.00536638,-0.239909,0.196873,0.820667,0.535892
0.600658,0.0181343,-0.239844,0.197842,0.820246,0.535929
0.604148,0.0288976,-0.239786,0.198516,0.820295,0.535485
0.607825,0.0383951,-0.23967,0.198804,0.820796,0.534505
0.61215,0.0471319,-0.239595,0.198828,0.8215,0.533272
0.617604,0.0555771,-0.239608,0.198644,0.822231,0.531991
0.6244,0.0643377,-0.239445,0.197984,0.822985,0.530724
0.632628,0.0739702,-0.238761,0.196509,0.823801,0.529482
0.642124,0.0846694,-0.237805,0.194633,0.824744,0.527962
0.652435,0.0962908,-0.237152,0.192581,0.825935,0.525887
0.663014,0.108353,-0.237227,0.189063,0.827541,0.523482
0.673535,0.120377,-0.237836,0.183364,0.829589,0.520888
0.684277,0.131968,-0.238175,0.175682,0.831642,0.519243
0.694785,0.142788,-0.237735,0.164774,0.833842,0.518822
0.703399,0.153709,-0.236932,0.156188,0.835461,0.518477
