0.627747,-0.466607,-0.239644,0.205512,0.8759,0.43426
0.627747,-0.466607,-0.239644,0.205512,0.8759,0.43426
0.627608,-0.46522,-0.240064,0.203737,0.876123,0.434912
0.625957,-0.451893,-0.243631,0.186092,0.877284,0.442155
0.624178,-0.438808,-0.245649,0.169678,0.874025,0.455206
0.622279,-0.420886,-0.24876,0.154919,0.866843,0.472801
0.619423,-0.401028,-0.251362,0.139558,0.859599,0.488218
0.615883,-0.378675,-0.253256,0.126925,0.851349,0.502646
0.611906,-0.353857,-0.255437,0.121939,0.838313,0.523243
0.606643,-0.327196,-0.25753,0.121978,0.826272,0.541281
0.600135,-0.300669,-0.259149,0.126891,0.8187,0.552214
0.592632,-0.276179,-0.259633,0.13465,0.814244,0.558081
0.584984,-0.252528,-0.258699,0.149705,0.809647,0.56281
0.574657,-0.228591,-0.257557,0.163475,0.806525,0.564969
0.563359,-0.204268,-0.254177,0.176257,0.804325,0.565539
0.559436,-0.179312,-0.247514,0.187998,0.804172,0.563153
0.567436,-0.145169,-0.244137,0.189039,0.805039,0.561776
0.57603,-0.10171,-0.244044,0.184168,0.809171,0.557078
0.581549,-0.0594802,-0.244277,0.178897,0.813671,0.551733
0.584859,-0.0191802,-0.244487,0.173189,0.817687,0.546941
0.586752,0.0248673,-0.244619,0.168181,0.819653,0.544651
0.586245,0.0688005,-0.245223,0.165195,0.823217,0.539138
0.583025,0.108198,-0.245919,0.163012,0.826727,0.533167
0.578885,0.144143,-0.246889,0.159268,0.831578,0.525967
0.573957,0.175636,-0.24785,0.157354,0.835158,0.519513
0.56973,0.20454,-0.248416,0.152978,0.837892,0.515344
0.565273,0.227563,-0.24818,0.148607,0.83894,0.51382
0.560607,0.251113,-0.24738,0.14405,0.839994,0.512066
0.557641,0.267262,-0.246871,0.141027,0.841079,0.510265
0.557368,0.268684,-0.246828,0.140753,0.841176,0.510104
0.557368,0.268684,-0.246828,0.140753,0.841176,0.510104
0.557368,0.268684,-0.246828,0.140753,0.841176,0.510104
0.557368,0.268684,-0.246828,0.140753,0.841176,0.510104
0.557368,0.268684,-0.246828,0.140753,0.841176,0.510104
