-0.955548,1.53194,0.659782,1.10259,0.0881849,1.12071,-0.0917825
-0.955529,1.53177,0.66006,1.10307,0.088131,1.12075,-0.0910467
-0.955289,1.53018,0.662769,1.10821,0.0878059,1.12108,-0.0840577
-0.954728,1.52725,0.667594,1.12441,0.0877678,1.12111,-0.0720285
-0.9536,1.52356,0.673913,1.15181,0.0874257,1.12108,-0.0615503
-0.951583,1.51926,0.681461,1.18494,0.0873991,1.12049,-0.0556707
-0.948163,1.51507,0.688574,1.22487,0.0939399,1.112,-0.0513993
-0.943859,1.51012,0.696983,1.27443,0.101893,1.08471,-0.0472503
-0.938835,1.50414,0.707141,1.32948,0.113039,1.03911,-0.0450432
-0.932865,1.49755,0.718295,1.38451,0.129184,0.984,-0.0453027
-0.925797,1.49083,0.729834,1.43863,0.145363,0.927674,-0.0453644
-0.917683,1.4844,0.740883,1.49345,0.162528,0.871364,-0.0452923
-0.907961,1.47885,0.750682,1.54878,0.18023,0.814454,-0.0453098
-0.895856,1.47502,0.759316,1.60223,0.196781,0.75726,-0.0453935
-0.881472,1.47417,0.768833,1.65042,0.213701,0.702896,-0.0461067
-0.864952,1.47615,0.77998,1.69215,0.231332,0.651556,-0.0470353
-0.846328,1.47981,0.792136,1.72829,0.248729,0.601042,-0.0472805
-0.825637,1.48479,0.804691,1.76052,0.265694,0.550973,-0.0477276
-0.803085,1.49123,0.818572,1.78918,0.282014,0.501885,-0.0486517
-0.778945,1.4995,0.83643,1.81258,0.297417,0.454602,-0.0489256
-0.751705,1.50952,0.856321,1.83072,0.314289,0.406965,-0.0491028
-0.719888,1.52083,0.87536,1.844,0.333555,0.357388,-0.0499235
-0.684572,1.53269,0.894674,1.85136,0.34949,0.309237,-0.0502459
-0.646164,1.5442,0.913907,1.85284,0.366203,0.257908,-0.0501377
-0.604926,1.5547,0.931763,1.85075,0.39082,0.197723,-0.0503099
-0.562425,1.56441,0.948219,1.84904,0.419304,0.136205,-0.0504372
-0.519334,1.57372,0.96232,1.84114,0.45158,0.0846205,-0.050442
-0.475786,1.58223,0.974659,1.81917,0.480606,0.0516923,-0.0504609
-0.431602,1.58919,0.986306,1.78193,0.49845,0.0362253,-0.0503454
-0.386605,1.5951,0.995634,1.73427,0.514975,0.0277141,-0.0492863
-0.342691,1.60028,1.00471,1.68324,0.530286,0.0293988,-0.046814
-0.300554,1.60348,1.00986,1.63518,0.54837,0.0318055,-0.0444271
-0.26327,1.60422,1.01064,1.59166,0.570265,0.0315636,-0.0438015
-0.232962,1.60407,1.01045,1.55241,0.590834,0.0313919,-0.0416425
