-0.774999,1.47086,0.208484,1.13713,0.514726,1.47985,1.25329
-0.77338,1.46857,0.212395,1.14932,0.515919,1.47606,1.25141
-0.772349,1.46662,0.21572,1.1583,0.516361,1.47204,1.25009
-0.771499,1.46491,0.21863,1.16583,0.516116,1.46838,1.24945
-0.770894,1.46352,0.220998,1.17161,0.515697,1.4651,1.24906
-0.770441,1.46239,0.222938,1.1762,0.515281,1.4622,1.24879
-0.770066,1.46138,0.224649,1.18018,0.514899,1.45949,1.24856
-0.769696,1.46034,0.226418,1.18427,0.514518,1.45654,1.2483
-0.769248,1.45904,0.228627,1.18937,0.5141,1.45265,1.24793
-0.768626,1.45719,0.23177,1.19671,0.513685,1.44672,1.24726
-0.767628,1.45438,0.23654,1.20835,0.513587,1.43704,1.24588
-0.766148,1.45017,0.24368,1.22648,0.514654,1.42082,1.24283
-0.76398,1.44399,0.254124,1.25418,0.517505,1.3947,1.2371
-0.761187,1.43548,0.268555,1.29347,0.522003,1.35515,1.22777
-0.757739,1.42481,0.287222,1.34594,0.533148,1.29718,1.21226
-0.753296,1.41397,0.310243,1.41187,0.565625,1.21537,1.1851
-0.74893,1.40939,0.341793,1.48145,0.604049,1.12769,1.15132
-0.744606,1.41521,0.385472,1.54991,0.656648,1.03422,1.10482
-0.739481,1.4288,0.442106,1.61259,0.703432,0.946555,1.06732
-0.730879,1.44234,0.504682,1.68136,0.744591,0.842584,1.03905
-0.717102,1.45552,0.566288,1.74224,0.801676,0.737792,0.998237
-0.687991,1.46948,0.613104,1.77837,0.833265,0.666304,0.982587
-0.639583,1.48541,0.64055,1.79025,0.864532,0.632226,0.969433
-0.579605,1.4947,0.663041,1.80478,0.881358,0.607265,0.961617
-0.511534,1.49316,0.679237,1.83997,0.888303,0.570391,0.960525
-0.43773,1.48982,0.684475,1.87606,0.890675,0.548409,0.962101
-0.360855,1.48968,0.685218,1.90638,0.880771,0.540367,0.962306
-0.286196,1.48993,0.685306,1.92521,0.874894,0.532219,0.965867
-0.221909,1.49042,0.685364,1.94578,0.871392,0.528561,0.968341
-0.169379,1.49087,0.68573,1.96461,0.879293,0.520892,0.968785
-0.125798,1.49128,0.685991,1.97347,0.888923,0.511894,0.968803
-0.0899929,1.49154,0.686247,1.97644,0.898881,0.502021,0.973566
-0.0581894,1.49184,0.686616,1.97761,0.905363,0.496162,0.977402
-0.0297651,1.49226,0.68691,1.97806,0.909918,0.492356,0.979294
-0.00641396,1.4927,0.686992,1.97812,0.913542,0.489451,0.982139
0.00972376,1.49294,0.686871,1.97802,0.915168,0.48871,0.987296
0.0169478,1.49289,0.686655,1.97763,0.915711,0.488638,0.991733
0.0183865,1.49274,0.686533,1.97729,0.915807,0.488585,0.994122
0.0185738,1.49269,0.68648,1.97715,0.915834,0.488559,0.994808
