0.0060601,-0.016154,0.024711,-0.028891,0.027881,-0.022823,0.015884,-0.009014,0.0038525,-0.00081962,-0.0096097,0.024974,-0.039041,0.048433,-0.052498,0.049604,-0.040322,0.026125,-0.01212,0.0030315,-0.0053504,0.01077,-0.014368,0.013721,-0.011519,0.0068355,-0.0024049,-0.0013841,0.0015493,-0.00082626,-0.0062468,0.020397,-0.048301,0.079168,-0.10453,0.12169,-0.11028,0.092948,-0.056236,0.026865,-0.044286,0.027543,0.00064763,-0.092675,0.15962,-0.2411,0.25361,-0.24644,0.16129,-0.085001,-0.0020295,0.0090481,-0.01499,0.018113,-0.01399,0.0056085,0.0049738,-0.0096093,0.0082928,-0.005043
-0.016154,0.046851,-0.076907,0.095205,-0.095284,0.079412,-0.055251,0.030939,-0.01294,0.0027083,0.025114,-0.072455,0.12466,-0.16504,0.18414,-0.17417,0.13969,-0.088859,0.040569,-0.0098848,0.01395,-0.030522,0.046256,-0.049913,0.04541,-0.028615,0.010389,0.0048252,-0.0060706,0.0031654,0.021634,-0.07118,0.17003,-0.27976,0.37028,-0.43167,0.39145,-0.33004,0.19969,-0.095382,0.15642,-0.096673,-0.0017193,0.32599,-0.56098,0.84826,-0.89147,0.86702,-0.56765,0.30034,0.007042,-0.031499,0.05193,-0.062238,0.046814,-0.016611,-0.020774,0.036303,-0.03055,0.018155
0.024711,-0.076907,0.13372,-0.17323,0.1787,-0.1515,0.10586,-0.058977,0.024353,-0.0050953,-0.037387,0.11803,-0.21888,0.30435,-0.34727,0.32938,-0.26176,0.16429,-0.074053,0.017771,-0.020541,0.048335,-0.081091,0.095512,-0.09196,0.060953,-0.023809,-0.0073114,0.011223,-0.0059376,-0.039252,0.13007,-0.31286,0.51648,-0.68493,0.79947,-0.72569,0.61235,-0.37068,0.17703,-0.28949,0.17852,0.0030435,-0.60285,1.037,-1.5684,1.6478,-1.6029,1.0495,-0.55591,-0.01289,0.057894,-0.095315,0.11389,-0.084567,0.027911,0.041714,-0.069987,0.058219,-0.034113
-0.028891,0.095205,-0.17323,0.23348,-0.24851,0.21575,-0.15275,0.085396,-0.034992,0.0073916,0.043335,-0.14569,0.2851,-0.41199,0.48093,-0.46042,0.3651,-0.22706,0.10119,-0.023829,0.023008,-0.058263,0.10584,-0.13398,0.13551,-0.094951,0.040451,0.006145,-0.014619,0.0080586,0.052303,-0.17393,0.42084,-0.69715,0.92691,-1.0838,0.98508,-0.83194,0.50384,-0.24052,0.3925,-0.2416,-0.0043219,0.81721,-1.4051,2.1252,-2.2322,2.1715,-1.4219,0.7537,0.017402,-0.078165,0.12832,-0.15238,0.1109,-0.032582,-0.06231,0.099458,-0.081476,0.046899
0.027881,-0.095284,0.1787,-0.24851,0.27275,-0.24395,0.17679,-0.1004,0.04129,-0.0089951,-0.041955,0.14498,-0.29206,0.43311,-0.51618,0.50138,-0.3997,0.24805,-0.10992,0.025502,-0.020595,0.056713,-0.10861,0.14553,-0.15337,0.11429,-0.054066,0.00081041,0.012944,-0.0079073,-0.052698,0.17594,-0.42856,0.71288,-0.95104,1.1149,-1.0155,0.85895,-0.52069,0.2484,-0.40478,0.24914,0.0055069,-0.84461,1.4517,-2.1944,2.3047,-2.2415,1.4677,-0.77741,-0.018078,0.080765,-0.1321,0.15555,-0.11035,0.027263,0.071539,-0.10848,0.087313,-0.04912
-0.022823,0.079412,-0.1515,0.21575,-0.24395,0.22609,-0.16943,0.099159,-0.041584,0.0095588,0.034817,-0.11978,0.24305,-0.36545,0.44344,-0.43933,0.35551,-0.22276,0.099392,-0.023008,0.014829,-0.045915,0.09062,-0.12711,0.1384,-0.11025,0.058567,-0.010822,-0.0064904,0.0053852,0.041084,-0.13813,0.33975,-0.5684,0.76184,-0.89651,0.81946,-0.69508,0.4221,-0.20118,0.32723,-0.20167,-0.0060924,0.68611,-1.1789,1.7798,-1.8695,1.817,-1.1896,0.62881,0.014972,-0.065998,0.10739,-0.12492,0.08548,-0.015308,-0.066011,0.094518,-0.074425,0.040538
0.015884,-0.055251,0.10586,-0.15275,0.17679,-0.16943,0.13207,-0.080735,0.035295,-0.0086447,-0.024703,0.083062,-0.1669,0.25149,-0.30916,0.31335,-0.2604,0.16792,-0.077203,0.018451,-0.0092197,0.031515,-0.062485,0.08997,-0.10044,0.085551,-0.051736,0.018167,-0.0014736,-0.0018413,-0.025807,0.087802,-0.21867,0.3684,-0.49638,0.58676,-0.53865,0.4584,-0.27894,0.13278,-0.21502,0.13268,0.0052424,-0.45338,0.7788,-1.1742,1.2335,-1.1979,0.78414,-0.41354,-0.010289,0.044348,-0.071689,0.082303,-0.054445,0.006241,0.048286,-0.066336,0.051291,-0.027128
-0.009014,0.030939,-0.058977,0.085396,-0.1004,0.099159,-0.080735,0.052198,-0.024281,0.0064024,0.01424,-0.046589,0.09175,-0.13711,0.16958,-0.1759,0.15167,-0.10277,0.050022,-0.01283,0.0048314,-0.017635,0.034443,-0.049967,0.056684,-0.051461,0.03554,-0.018081,0.006179,-0.00083206,0.012644,-0.043953,0.11129,-0.1891,0.25618,-0.30428,0.28074,-0.23991,0.14639,-0.069587,0.11169,-0.068975,-0.0034336,0.23695,-0.40691,0.61264,-0.64368,0.62455,-0.40876,0.21503,0.0057126,-0.023914,0.038429,-0.043673,0.02834,-0.0022012,-0.026911,0.036307,-0.027772,0.014342
0.0038525,-0.01294,0.024353,-0.034992,0.04129,-0.041584,0.035295,-0.024281,0.012192,-0.0034536,-0.0062056,0.019863,-0.038205,0.056183,-0.069363,0.073324,-0.065959,0.047619,-0.02498,0.0070266,-0.0022432,0.0076543,-0.014443,0.020513,-0.023469,0.022401,-0.017506,0.011185,-0.0054568,0.0014107,-0.0049945,0.017702,-0.045345,0.07749,-0.10526,0.12533,-0.11594,0.099267,-0.06066,0.028797,-0.045647,0.028106,0.0014862,-0.096928,0.16635,-0.25046,0.26314,-0.25531,0.16708,-0.087922,-0.0024917,0.010161,-0.016249,0.018417,-0.01211,0.0013214,0.010722,-0.014744,0.011337,-0.0058728
-0.00081962,0.0027083,-0.0050953,0.0073916,-0.0089951,0.0095588,-0.0086447,0.0064024,-0.0034536,0.0010961,0.0012272,-0.00384,0.0071528,-0.010264,0.012573,-0.013777,0.013242,-0.010537,0.0061827,-0.001968,0.00015222,-0.0013347,0.0025589,-0.0038721,0.004403,-0.0046919,0.0042711,-0.0036371,0.0021835,-0.00075538,0.00025462,-0.001379,0.0042759,-0.0078688,0.011076,-0.013612,0.013118,-0.011737,0.0074108,-0.0035186,0.0052782,-0.0033447,-0.00050455,0.011941,-0.020536,0.030495,-0.03215,0.030852,-0.020103,0.010221,0.00038815,-0.001468,0.0023768,-0.0026825,0.0017082,6.7693e-06,-0.0019044,0.0025523,-0.0019079,0.00084483
