0.443366,-0.470717,-0.250768,-0.759574,-0.310617,-0.321787
0.443395,-0.470695,-0.250766,-0.75957,-0.310606,-0.321814
0.445034,-0.469383,-0.250521,-0.759123,-0.31021,-0.323311
0.450037,-0.465489,-0.250031,-0.75837,-0.309243,-0.326986
0.456511,-0.460146,-0.249223,-0.756976,-0.311064,-0.328958
0.465281,-0.452271,-0.248013,-0.754394,-0.313512,-0.330544
0.476383,-0.442024,-0.246317,-0.750838,-0.318307,-0.331759
0.489224,-0.429189,-0.244483,-0.74721,-0.324852,-0.330859
0.502543,-0.413869,-0.243152,-0.744441,-0.332497,-0.32488
0.515124,-0.39615,-0.242619,-0.741615,-0.340837,-0.316549
0.526773,-0.375701,-0.242782,-0.737882,-0.348593,-0.309326
0.536665,-0.353234,-0.24348,-0.734411,-0.354699,-0.301613
0.543345,-0.329748,-0.244446,-0.730832,-0.35959,-0.294209
0.547435,-0.305556,-0.245098,-0.726935,-0.364337,-0.28829
0.549632,-0.280881,-0.24517,-0.723574,-0.368646,-0.282411
0.550316,-0.254302,-0.245244,-0.719009,-0.374398,-0.275837
0.550235,-0.226059,-0.245578,-0.716151,-0.379372,-0.26926
0.550965,-0.196321,-0.245421,-0.715303,-0.3834,-0.264103
0.551525,-0.165061,-0.244963,-0.717601,-0.383445,-0.258707
0.553717,-0.133843,-0.244297,-0.719571,-0.385864,-0.254107
0.558479,-0.102212,-0.243649,-0.720027,-0.39022,-0.251266
0.56477,-0.0696,-0.243271,-0.718935,-0.395938,-0.248742
0.570733,-0.0377999,-0.243358,-0.720818,-0.398299,-0.244195
0.574299,-0.00679654,-0.243956,-0.72168,-0.402985,-0.235937
0.575857,0.0230803,-0.245164,-0.724978,-0.408215,-0.223574
0.576915,0.0512152,-0.24589,-0.728277,-0.414932,-0.211467
0.579443,0.0769206,-0.24542,-0.729455,-0.422213,-0.204144
0.584939,0.0995579,-0.244182,-0.730406,-0.426532,-0.202943
0.59275,0.118851,-0.242922,-0.730722,-0.429802,-0.206864
0.602089,0.134735,-0.241933,-0.731087,-0.432335,-0.213771
0.612464,0.147357,-0.241021,-0.732941,-0.432664,-0.221599
0.623657,0.157282,-0.239586,-0.734413,-0.432265,-0.231324
0.635234,0.165477,-0.237375,-0.734228,-0.432647,-0.24317
0.646299,0.173483,-0.234963,-0.733816,-0.43364,-0.254796
0.656536,0.18229,-0.232691,-0.73361,-0.434353,-0.265401
0.666056,0.192205,-0.230763,-0.733076,-0.434019,-0.275515
0.674956,0.202684,-0.229859,-0.731659,-0.433735,-0.286112
0.683041,0.21238,-0.23104,-0.730005,-0.433131,-0.296576
0.68983,0.219747,-0.235196,-0.729682,-0.430268,-0.304866
